8.128384399414062500e+01,1.110403442382812500e+02,1.706115722656250000e+02,9.648962402343750000e+01,1.259464721679687500e+02,1.362339935302734375e+02,1.051191482543945312e+02,1.767367553710937500e+02,1.671163482666015625e+02,1.692641448974609375e+02
7.834729003906250000e+01,9.897768402099609375e+01,1.715264282226562500e+02,1.022557296752929688e+02,1.274236526489257812e+02,1.376165008544921875e+02,9.230187988281250000e+01,1.696643829345703125e+02,1.542306976318359375e+02,1.719774932861328125e+02
7.810916900634765625e+01,1.033095779418945312e+02,1.783432006835937500e+02,1.034663009643554688e+02,1.172067794799804688e+02,1.503838806152343750e+02,9.640731048583984375e+01,1.784525909423828125e+02,1.588323822021484375e+02,1.794042968750000000e+02
8.255635833740234375e+01,9.144512939453125000e+01,1.683845520019531250e+02,1.083125915527343750e+02,1.057246170043945312e+02,1.295843353271484375e+02,7.950620269775390625e+01,1.566101989746093750e+02,1.417747039794921875e+02,1.708390350341796875e+02
8.108699798583984375e+01,9.362622833251953125e+01,1.808642578125000000e+02,1.145550460815429688e+02,1.219496994018554688e+02,1.469110565185546875e+02,8.519486236572265625e+01,1.732685089111328125e+02,1.459181213378906250e+02,1.868854827880859375e+02
8.069561004638671875e+01,1.067250671386718750e+02,1.739909667968750000e+02,9.976593780517578125e+01,1.339682769775390625e+02,1.423622741699218750e+02,1.010877075195312500e+02,1.749484100341796875e+02,1.644389801025390625e+02,1.713607635498046875e+02
7.681932067871093750e+01,1.062140731811523438e+02,1.676077117919921875e+02,9.438648223876953125e+01,1.214944534301757812e+02,1.403401336669921875e+02,1.008339614868164062e+02,1.736752929687500000e+02,1.618653411865234375e+02,1.665372619628906250e+02
7.781163787841796875e+01,9.696506500244140625e+01,1.728506011962890625e+02,1.046267013549804688e+02,1.079863967895507812e+02,1.412611236572265625e+02,8.841124725341796875e+01,1.702658233642578125e+02,1.490225982666015625e+02,1.766431427001953125e+02
7.368631744384765625e+01,1.133478622436523438e+02,1.656562957763671875e+02,8.615805053710937500e+01,1.208921432495117188e+02,1.428587188720703125e+02,1.097639541625976562e+02,1.780275878906250000e+02,1.679916534423828125e+02,1.622492523193359375e+02
7.950817871093750000e+01,9.184212493896484375e+01,1.667129364013671875e+02,1.056138000488281250e+02,1.287341461181640625e+02,1.346483459472656250e+02,8.384176635742187500e+01,1.588775939941406250e+02,1.438752899169921875e+02,1.682986907958984375e+02
7.696134948730468750e+01,1.003677139282226562e+02,1.698705291748046875e+02,9.823110961914062500e+01,1.266153793334960938e+02,1.400118713378906250e+02,9.270700836181640625e+01,1.657676239013671875e+02,1.590177612304687500e+02,1.646234588623046875e+02
7.556775665283203125e+01,1.039869995117187500e+02,1.726925506591796875e+02,9.733800506591796875e+01,1.164887161254882812e+02,1.452709655761718750e+02,9.699311065673828125e+01,1.737511596679687500e+02,1.611343536376953125e+02,1.702846069335937500e+02
8.006352996826171875e+01,8.688140106201171875e+01,1.677841186523437500e+02,1.102060241699218750e+02,1.112704238891601562e+02,1.325594177246093750e+02,7.644004058837890625e+01,1.561416015625000000e+02,1.355526885986328125e+02,1.733339843750000000e+02
7.612866973876953125e+01,1.058001632690429688e+02,1.716642456054687500e+02,9.586997222900390625e+01,1.172873001098632812e+02,1.407918853759765625e+02,9.979804229736328125e+01,1.755923614501953125e+02,1.598915863037109375e+02,1.704356231689453125e+02
7.779816436767578125e+01,9.520497894287109375e+01,1.756315917968750000e+02,1.077143936157226562e+02,1.239524002075195312e+02,1.447039947509765625e+02,8.839405059814453125e+01,1.723562774658203125e+02,1.472047271728515625e+02,1.798417510986328125e+02
7.854448699951171875e+01,1.070010299682617188e+02,1.679275970458984375e+02,9.547826385498046875e+01,1.254060058593750000e+02,1.384064483642578125e+02,1.022900314331054688e+02,1.749129638671875000e+02,1.611705627441406250e+02,1.686245269775390625e+02
7.516957855224609375e+01,1.076300430297851562e+02,1.759254302978515625e+02,9.759011840820312500e+01,1.316409606933593750e+02,1.430505218505859375e+02,1.027566299438476562e+02,1.800622558593750000e+02,1.639931640625000000e+02,1.740915069580078125e+02
7.935928344726562500e+01,9.847530364990234375e+01,1.739164276123046875e+02,1.046439437866210938e+02,1.222310562133789062e+02,1.408895721435546875e+02,9.038047027587890625e+01,1.689537506103515625e+02,1.537403411865234375e+02,1.739017333984375000e+02
7.915322875976562500e+01,1.074195556640625000e+02,1.674025573730468750e+02,9.455413055419921875e+01,1.080960769653320312e+02,1.281204528808593750e+02,9.906137084960937500e+01,1.700437774658203125e+02,1.608165893554687500e+02,1.650224151611328125e+02
7.477075958251953125e+01,1.116140823364257812e+02,1.654138183593750000e+02,8.774120330810546875e+01,1.255551071166992188e+02,1.376851654052734375e+02,1.071418457031250000e+02,1.745682373046875000e+02,1.680024871826171875e+02,1.604361114501953125e+02
7.692706298828125000e+01,1.025656967163085938e+02,1.701915588378906250e+02,9.705948638916015625e+01,1.168630905151367188e+02,1.428080749511718750e+02,9.517538452148437500e+01,1.693650665283203125e+02,1.598925628662109375e+02,1.666930084228515625e+02
8.017041015625000000e+01,9.156446075439453125e+01,1.743799896240234375e+02,1.097511062622070312e+02,1.206157913208007812e+02,1.354721832275390625e+02,8.021466827392578125e+01,1.593118133544921875e+02,1.468367156982421875e+02,1.732985076904296875e+02
7.924565887451171875e+01,9.279769897460937500e+01,1.835946807861328125e+02,1.156537170410156250e+02,1.209605484008789062e+02,1.561771240234375000e+02,8.465161895751953125e+01,1.760545654296875000e+02,1.459625091552734375e+02,1.905603485107421875e+02
